year,population,sex,icd_code,site,count,crude,asr,burden_share,crude_asr_ratio
2009,Saudi,male,C65,C65 Renal Pelvis,5.0,0.1,0.1,0.0014,1.000
2009,Saudi,male,C66,C66 Ureter,2.0,0.0,0.0,0.0006,
2009,Saudi,male,C67,C67 Bladder,197.0,2.1,3.9,0.0549,0.538
2009,Saudi,male,C68,C68 Other Urinary organs,1.0,0.0,0.0,0.0003,
2009,Saudi,male,C69,C69 Eye,28.0,0.3,0.4,0.0078,0.750
2009,Saudi,male,C70-C72,"C70-C72 Brain, Nervous system",145.0,1.6,2.0,0.0404,0.800
2009,Saudi,male,C73,C73 Thyroid,141.0,1.5,2.1,0.0393,0.714
2009,Saudi,male,C74,C74 Adrenal gland,18.0,0.2,0.2,0.0050,1.000
2009,Saudi,male,C75,C75 Other Endocrine,5.0,0.1,0.1,0.0014,1.000
2009,Saudi,male,C81,C81 Hodgkin disease,194.0,2.1,2.3,0.0541,0.913
2009,Saudi,male,C82-C85;C96,C82-C85;C96 Non-Hodgkin lymphoma,422.0,4.6,6.8,0.1176,0.676
2009,Saudi,male,C88,C88 Immunoproliferative dis.,1.0,0.0,0.0,0.0003,
2009,Saudi,male,C90,C90 Multiple Myeloma,57.0,0.6,1.1,0.0159,0.545
2009,Saudi,male,C91,C91 Lymphoid Leukaemia,180.0,2.0,2.3,0.0502,0.870
2009,Saudi,male,C92-C94,C92-C94 Myeloid Leukaemia,145.0,1.6,2.0,0.0404,0.800
2009,Saudi,male,C95,C95 Leukaemia unspecified,18.0,0.2,0.3,0.0050,0.667
2009,Saudi,female,C00,C00 Lip,8.0,0.1,0.2,0.0019,0.500
2009,Saudi,female,C01-C02,C01-C02 Tongue,37.0,0.4,0.7,0.0088,0.571
2009,Saudi,female,C03-C06,C03-C06 Mouth,37.0,0.4,0.7,0.0088,0.571
2009,Saudi,female,C07-C08,C07-C08 Salivary glands,21.0,0.2,0.3,0.0050,0.667
2009,Saudi,female,C09,C09 Tonsil,3.0,0.0,0.0,0.0007,
2009,Saudi,female,C10,C10 Other Oropharynx,0.0,0.0,0.0,,
2009,Saudi,female,C11,C11 Nasopharynx,42.0,0.5,0.7,0.0100,0.714
2009,Saudi,female,C12-C13,C12-C13 Hypopharynx,11.0,0.1,0.2,0.0026,0.500
2009,Saudi,female,C14,C14 Pharynx unspecified,3.0,0.0,0.1,0.0007,
2009,Saudi,female,C15,C15 Oesophagus,46.0,0.5,0.9,0.0109,0.556
2009,Saudi,female,C16,C16 Stomach,112.0,1.3,2.1,0.0266,0.619
2009,Saudi,female,C17,C17 Small intestine,26.0,0.3,0.5,0.0062,0.600
2009,Saudi,female,C18,C18 Colon,299.0,3.4,5.7,0.0710,0.596
2009,Saudi,female,C19-C20,C19-C20 Rectum,193.0,2.2,3.7,0.0458,0.595
2009,Saudi,female,C21,C21 Anus,14.0,0.2,0.3,0.0033,0.667
2009,Saudi,female,C22,C22 Liver,136.0,1.5,2.7,0.0323,0.556
2009,Saudi,female,C23-C24,C23-C24 Gallbladder etc.,87.0,1.0,1.8,0.0207,0.556
2009,Saudi,female,C25,C25 Pancreas,82.0,0.9,1.7,0.0195,0.529
2009,Saudi,female,C30-C31,"C30-C31 Nose, sinuses etc.",5.0,0.1,0.1,0.0012,1.000
2009,Saudi,female,C32,C32 Larynx,18.0,0.2,0.4,0.0043,0.500
2009,Saudi,female,C37-C38,C37-C38 Other Thoracic organs,9.0,0.1,0.1,0.0021,1.000
2009,Saudi,female,C40-C41,C40-C41 Bone,43.0,0.5,0.5,0.0102,1.000
2009,Saudi,female,C43,C43 Melanoma of Skin,8.0,0.1,0.1,0.0019,1.000
2009,Saudi,female,C45,C45 Mesothelioma,10.0,0.1,0.2,0.0024,0.500
2009,Saudi,female,C47;C49,"C47;C49 Connective, Soft tissue",65.0,0.7,0.8,0.0154,0.875
2009,Saudi,female,C50,C50 Breast,1308.0,14.7,22.7,0.3105,0.648
2009,Saudi,female,C64,C64 Kidney,120.0,1.4,1.9,0.0285,0.737
2009,Saudi,female,C65,C65 Renal Pelvis,3.0,0.0,0.1,0.0007,
2009,Saudi,female,C66,C66 Ureter,1.0,0.0,0.0,0.0002,
2009,Saudi,female,C67,C67 Bladder,38.0,0.4,0.7,0.0090,0.571
2009,Saudi,female,C68,C68 Other Urinary organs,0.0,0.0,0.0,,
2009,Saudi,female,C69,C69 Eye,22.0,0.2,0.3,0.0052,0.667
2009,Saudi,female,C70-C72,"C70-C72 Brain, Nervous system",103.0,1.2,1.5,0.0244,0.800
2009,Saudi,female,C73,C73 Thyroid,538.0,6.1,7.6,0.1277,0.803
2009,Saudi,female,C74,C74 Adrenal gland,10.0,0.1,0.1,0.0024,1.000
2009,Saudi,female,C75,C75 Other Endocrine,2.0,0.0,0.0,0.0005,
2009,Saudi,female,C81,C81 Hodgkin disease,150.0,1.7,1.7,0.0356,1.000
2009,Saudi,female,C82-C85;C96,C82-C85;C96 Non-Hodgkin lymphoma,287.0,3.2,5.1,0.0681,0.627
2009,Saudi,female,C88,C88 Immunoproliferative dis.,1.0,0.0,0.0,0.0002,
2009,Saudi,female,C90,C90 Multiple Myeloma,39.0,0.4,0.8,0.0093,0.500
2009,Saudi,female,C91,C91 Lymphoid Leukaemia,127.0,1.4,1.5,0.0301,0.933
2009,Saudi,female,C92-C94,C92-C94 Myeloid Leukaemia,126.0,1.4,1.8,0.0299,0.778
2009,Saudi,female,C95,C95 Leukaemia unspecified,23.0,0.3,0.4,0.0055,0.750
2010,Saudi,male,C00,C00 Lip,8.0,0.1,0.1,0.0020,1.000
2010,Saudi,male,C01-C02,C01-C02 Tongue,53.0,0.6,1.0,0.0136,0.600
2010,Saudi,male,C03-C06,C03-C06 Mouth,45.0,0.5,0.9,0.0115,0.556
2010,Saudi,male,C07-C08,C07-C08 Salivary glands,11.0,0.1,0.2,0.0028,0.500
2010,Saudi,male,C09,C09 Tonsil,2.0,0.0,0.0,0.0005,
2010,Saudi,male,C10,C10 Other Oropharynx,2.0,0.0,0.0,0.0005,
2010,Saudi,male,C11,C11 Nasopharynx,131.0,1.4,2.0,0.0336,0.700
2010,Saudi,male,C12-C13,C12-C13 Hypopharynx,9.0,0.1,0.2,0.0023,0.500
2010,Saudi,male,C14,C14 Pharynx unspecified,3.0,0.0,0.0,0.0008,
2010,Saudi,male,C15,C15 Oesophagus,73.0,0.8,1.4,0.0187,0.571
2010,Saudi,male,C16,C16 Stomach,165.0,1.7,3.1,0.0423,0.548
2010,Saudi,male,C17,C17 Small intestine,27.0,0.3,0.5,0.0069,0.600
2010,Saudi,male,C18,C18 Colon,303.0,3.2,5.5,0.0776,0.582
2010,Saudi,male,C19-C20,C19-C20 Rectum,238.0,2.5,4.4,0.0610,0.568
2010,Saudi,male,C21,C21 Anus,18.0,0.2,0.3,0.0046,0.667
2010,Saudi,male,C22,C22 Liver,329.0,3.5,6.4,0.0843,0.547
2010,Saudi,male,C23-C24,C23-C24 Gallbladder etc.,51.0,0.5,0.9,0.0131,0.556
2010,Saudi,male,C25,C25 Pancreas,114.0,1.2,2.2,0.0292,0.545
2010,Saudi,male,C30-C31,"C30-C31 Nose, sinuses etc.",9.0,0.1,0.2,0.0023,0.500
2010,Saudi,male,C32,C32 Larynx,48.0,0.5,0.9,0.0123,0.556
2010,Saudi,male,C33-C34,"C33-C34 Trachea, Bronchus, Lung",292.0,3.1,5.8,0.0748,0.534
2010,Saudi,male,C37-C38,C37-C38 Other Thoracic organs,25.0,0.3,0.3,0.0064,1.000
2010,Saudi,male,C40-C41,C40-C41 Bone,74.0,0.8,0.7,0.0190,1.143
2010,Saudi,male,C43,C43 Melanoma of Skin,12.0,0.1,0.2,0.0031,0.500
2010,Saudi,male,C45,C45 Mesothelioma,9.0,0.1,0.2,0.0023,0.500
2010,Saudi,male,C46,C46 Kaposi sarcoma,21.0,0.2,0.4,0.0054,0.500
2010,Saudi,male,C47;C49,"C47;C49 Connective, Soft tissue",69.0,0.7,0.8,0.0177,0.875
2010,Saudi,male,C50,C50 Breast,24.0,0.3,0.4,0.0061,0.750
2010,Saudi,male,C64,C64 Kidney,167.0,1.8,2.9,0.0428,0.621
2010,Saudi,male,C65,C65 Renal Pelvis,5.0,0.1,0.1,0.0013,1.000
2010,Saudi,male,C66,C66 Ureter,1.0,0.0,0.0,0.0003,
2010,Saudi,male,C67,C67 Bladder,193.0,2.0,3.6,0.0494,0.556
2010,Saudi,male,C68,C68 Other Urinary organs,3.0,0.0,0.1,0.0008,
2010,Saudi,male,C69,C69 Eye,22.0,0.2,0.3,0.0056,0.667
2010,Saudi,male,C70-C72,"C70-C72 Brain, Nervous system",148.0,1.6,1.9,0.0379,0.842
2010,Saudi,male,C73,C73 Thyroid,149.0,1.6,2.3,0.0382,0.696
2010,Saudi,male,C74,C74 Adrenal gland,29.0,0.3,0.3,0.0074,1.000
2010,Saudi,male,C75,C75 Other Endocrine,0.0,0.0,0.0,,
2010,Saudi,male,C81,C81 Hodgkin disease,194.0,2.0,2.1,0.0497,0.952
2010,Saudi,male,C82-C85;C96,C82-C85;C96 Non-Hodgkin lymphoma,407.0,4.3,6.2,0.1043,0.694
2010,Saudi,male,C88,C88 Immunoproliferative dis.,0.0,0.0,0.0,,
2010,Saudi,male,C90,C90 Multiple Myeloma,61.0,0.6,1.2,0.0156,0.500
2010,Saudi,male,C91,C91 Lymphoid Leukaemia,187.0,2.0,2.1,0.0479,0.952
2010,Saudi,male,C92-C94,C92-C94 Myeloid Leukaemia,156.0,1.6,2.0,0.0400,0.800
2010,Saudi,male,C95,C95 Leukaemia unspecified.,16.0,0.2,0.2,0.0041,1.000
2010,Saudi,female,C00,C00 Lip,5.0,0.1,0.1,0.0011,1.000
2010,Saudi,female,C01-C02,C01-C02 Tongue,43.0,0.5,0.8,0.0095,0.625
2010,Saudi,female,C03-C06,C03-C06 Mouth,48.0,0.5,0.8,0.0106,0.625
2010,Saudi,female,C07-C08,C07-C08 Salivary glands,15.0,0.2,0.2,0.0033,1.000
2010,Saudi,female,C09,C09 Tonsil,0.0,0.0,0.0,,
2010,Saudi,female,C10,C10 Other Oropharynx,1.0,0.0,0.0,0.0002,
2010,Saudi,female,C11,C11 Nasopharynx,40.0,0.4,0.6,0.0088,0.667
2010,Saudi,female,C12-C13,C12-C13 Hypopharynx,17.0,0.2,0.3,0.0038,0.667
2010,Saudi,female,C14,C14 Pharynx unspecified,2.0,0.0,0.0,0.0004,
2010,Saudi,female,C15,C15 Oesophagus,50.0,0.5,1.0,0.0110,0.500
2010,Saudi,female,C16,C16 Stomach,126.0,1.4,2.3,0.0278,0.609
2010,Saudi,female,C17,C17 Small intestine,13.0,0.1,0.2,0.0029,0.500
2010,Saudi,female,C18,C18 Colon,306.0,3.3,5.8,0.0675,0.569
2010,Saudi,female,C19-C20,C19-C20 Rectum,186.0,2.0,3.4,0.0410,0.588
2010,Saudi,female,C21,C21 Anus,9.0,0.1,0.2,0.0020,0.500
2010,Saudi,female,C22,C22 Liver,154.0,1.7,3.1,0.0340,0.548
2010,Saudi,female,C23-C24,C23-C24 Gallbladder etc.,89.0,1.0,1.8,0.0196,0.556
2010,Saudi,female,C25,C25 Pancreas,81.0,0.9,1.6,0.0179,0.562
2010,Saudi,female,C30-C31,"C30-C31 Nose, sinuses etc.",4.0,0.0,0.1,0.0009,
2010,Saudi,female,C32,C32 Larynx,5.0,0.1,0.1,0.0011,1.000
2010,Saudi,female,C33-C34,"C33-C34 Trachea, Bronchus, Lung",105.0,1.1,2.1,0.0232,0.524
2010,Saudi,female,C37-C38,C37-C38 Other Thoracic organs,11.0,0.1,0.2,0.0024,0.500
2010,Saudi,female,C40-C41,C40-C41 Bone,44.0,0.5,0.5,0.0097,1.000
2010,Saudi,female,C43,C43 Melanoma of Skin,12.0,0.1,0.2,0.0026,0.500
2010,Saudi,female,C45,C45 Mesothelioma,4.0,0.0,0.1,0.0009,
2010,Saudi,female,C46,C46 Kaposi sarcoma,6.0,0.1,0.1,0.0013,1.000
2010,Saudi,female,C47;C49,"C47;C49 Connective, Soft tissue",76.0,0.8,1.1,0.0168,0.727
2010,Saudi,female,C50,C50 Breast,1473.0,16.1,24.9,0.3250,0.647
2010,Saudi,female,C64,C64 Kidney,117.0,1.3,2.0,0.0258,0.650
2010,Saudi,female,C65,C65 Renal Pelvis,5.0,0.1,0.1,0.0011,1.000
2010,Saudi,female,C66,C66 Ureter,4.0,0.0,0.1,0.0009,
2010,Saudi,female,C67,C67 Bladder,50.0,0.5,1.0,0.0110,0.500
2010,Saudi,female,C68,C68 Other Urinary organs,2.0,0.0,0.0,0.0004,
2010,Saudi,female,C69,C69 Eye,24.0,0.3,0.3,0.0053,1.000
2010,Saudi,female,C70-C72,"C70-C72 Brain, Nervous system",105.0,1.1,1.4,0.0232,0.786
2010,Saudi,female,C73,C73 Thyroid,548.0,6.0,7.5,0.1209,0.800
2010,Saudi,female,C74,C74 Adrenal gland,14.0,0.2,0.2,0.0031,1.000
2010,Saudi,female,C75,C75 Other Endocrine,1.0,0.0,0.0,0.0002,
2010,Saudi,female,C81,C81 Hodgkin disease,142.0,1.5,1.6,0.0313,0.938
2010,Saudi,female,C82-C85;C96,C82-C85;C96 Non-Hodgkin lymphoma,296.0,3.2,5.2,0.0653,0.615
2010,Saudi,female,C88,C88 Immunoproliferative dis.,0.0,0.0,0.0,,
2010,Saudi,female,C90,C90 Multiple Myeloma,42.0,0.5,0.9,0.0093,0.556
2010,Saudi,female,C91,C91 Lymphoid Leukaemia,113.0,1.2,1.4,0.0249,0.857
2010,Saudi,female,C92-C94,C92-C94 Myeloid Leukaemia,128.0,1.4,1.8,0.0282,0.778
2010,Saudi,female,C95,C95 Leukaemia unspecified.,16.0,0.2,0.2,0.0035,1.000
2010,non-Saudi,male,C00,C00 Lip,4.0,0.1,0.0,0.0027,
2010,non-Saudi,male,C01-C02,C01-C02 Tongue,24.0,0.4,0.9,0.0161,0.444
2010,non-Saudi,male,C03-C06,C03-C06 Mouth,10.0,0.2,0.4,0.0067,0.500
2010,non-Saudi,male,C07-C08,C07-C08 Salivary Glands,13.0,0.2,0.2,0.0087,1.000
2010,non-Saudi,male,C09,C09 Tonsil,0.0,0.0,0.0,,
2010,non-Saudi,male,C10,C10 Other Oropharynx,0.0,0.0,0.0,,
2010,non-Saudi,male,C11,C11 Nasopharynx,39.0,0.7,0.8,0.0261,0.875
2010,non-Saudi,male,C12-C13,C12-C13 Hypopharynx,5.0,0.1,0.3,0.0033,0.333
2010,non-Saudi,male,C14,C14 Pharynx Unspecified,1.0,0.0,0.0,0.0007,
2010,non-Saudi,male,C15,C15 Oesophagus,24.0,0.4,1.2,0.0161,0.333
2010,non-Saudi,male,C16,C16 Stomach,82.0,1.4,3.9,0.0549,0.359
2010,non-Saudi,male,C17,C17 Small Intestine,5.0,0.1,0.3,0.0033,0.333
2010,non-Saudi,male,C18,C18 Colon,137.0,2.3,5.2,0.0918,0.442
2010,non-Saudi,male,C19-C20,C19-C20 Rectum,104.0,1.8,3.9,0.0697,0.462
2010,non-Saudi,male,C21,C21 Anus,16.0,0.3,0.4,0.0107,0.750
2010,non-Saudi,male,C22,C22 Liver,49.0,0.8,2.7,0.0328,0.296
2010,non-Saudi,male,C23-C24,C23-C24 Gallbladder etc.,23.0,0.4,1.0,0.0154,0.400
2010,non-Saudi,male,C25,C25 Pancreas,31.0,0.5,1.8,0.0208,0.278
2010,non-Saudi,male,C30-C31,"C30-C31 Nose, Sinuses etc.",4.0,0.1,0.1,0.0027,1.000
2010,non-Saudi,male,C32,C32 Larynx,30.0,0.5,1.2,0.0201,0.417
2010,non-Saudi,male,C33-C34,"C33-C34 Trachea, Bronchus, Lung",98.0,1.7,4.5,0.0656,0.378
2010,non-Saudi,male,C37-C38,C37-C38 Other Thoracic Organs,6.0,0.1,0.2,0.0040,0.500
2010,non-Saudi,male,C40-C41,C40-C41 Bone,23.0,0.4,0.6,0.0154,0.667
2010,non-Saudi,male,C43,C43 Melanoma of Skin,11.0,0.2,0.4,0.0074,0.500
2010,non-Saudi,male,C45,C45 Mesothelioma,4.0,0.1,0.1,0.0027,1.000
2010,non-Saudi,male,C46,C46 Kaposi Sarcoma,8.0,0.1,0.5,0.0054,0.200
2010,non-Saudi,male,C47;C49,"C47;C49 Connective, Soft Tissue",43.0,0.7,0.8,0.0288,0.875
2010,non-Saudi,male,C50,C50 Breast,13.0,0.2,0.3,0.0087,0.667
2010,non-Saudi,male,C60,C60 Penis,3.0,0.1,0.1,0.0020,1.000
2010,non-Saudi,male,C61,C61 Prostate,104.0,1.8,8.5,0.0697,0.212
2010,non-Saudi,male,C62,C62 Testis,25.0,0.4,0.4,0.0167,1.000
2010,non-Saudi,male,C63,C63 Other Male Genital,0.0,0.0,0.0,,
2010,non-Saudi,male,C64,C64 Kidney,59.0,1.0,2.4,0.0395,0.417
2010,non-Saudi,male,C65,C65 Renal Pelvis,3.0,0.1,0.2,0.0020,0.500
2010,non-Saudi,male,C66,C66 Ureter,0.0,0.0,0.0,,
2010,non-Saudi,male,C67,C67 Bladder,85.0,1.4,4.0,0.0569,0.350
2010,non-Saudi,male,C68,C68 Other Urinary Organs,1.0,0.0,0.0,0.0007,
2010,non-Saudi,male,C69,C69 Eye,5.0,0.1,0.1,0.0033,1.000
2010,non-Saudi,male,C70-C72,"C70-C72 Brain, Nervous System",56.0,0.9,1.6,0.0375,0.562
2010,non-Saudi,male,C73,C73 Thyroid,51.0,0.9,1.3,0.0342,0.692
2010,non-Saudi,male,C74,C74 Adrenal Gland,3.0,0.1,0.1,0.0020,1.000
2010,non-Saudi,male,C75,C75 Other Endocrine,3.0,0.1,0.1,0.0020,1.000
2010,non-Saudi,male,C81,C81 Hodgkin Disease,50.0,0.8,1.4,0.0335,0.571
2010,non-Saudi,male,C82-C85;C96,C82-C85;C96 Non-Hodgkin Lymphoma,123.0,2.1,3.3,0.0824,0.636
2010,non-Saudi,male,C88,C88 Immunoproliferative Disease,0.0,0.0,0.0,,
2010,non-Saudi,male,C90,C90 Multiple Myeloma,17.0,0.3,0.7,0.0114,0.429
2010,non-Saudi,male,C91,C91 Lymphoid Leukemia,45.0,0.8,1.6,0.0301,0.500
2010,non-Saudi,male,C92-C94,C92-C94 Myeloid Leukemia,37.0,0.6,1.2,0.0248,0.500
2010,non-Saudi,male,C95,C95 Leukemia Unspecified,16.0,0.3,0.6,0.0107,0.500
2010,non-Saudi,female,C00,C00 Lip,0.0,0.0,0.0,,
2010,non-Saudi,female,C01-C02,C01-C02 Tongue,9.0,0.4,1.2,0.0065,0.333
2010,non-Saudi,female,C03-C06,C03-C06 Mouth,3.0,0.1,0.0,0.0022,
2010,non-Saudi,female,C07-C08,C07-C08 Salivary Glands,7.0,0.3,0.4,0.0050,0.750
2010,non-Saudi,female,C09,C09 Tonsil,2.0,0.1,0.2,0.0014,0.500
2010,non-Saudi,female,C10,C10 Other Oropharynx,1.0,0.0,0.0,0.0007,
2010,non-Saudi,female,C11,C11 Nasopharynx,6.0,0.2,0.1,0.0043,2.000
2010,non-Saudi,female,C12-C13,C12-C13 Hypopharynx,2.0,0.1,0.2,0.0014,0.500
2010,non-Saudi,female,C14,C14 Pharynx Unspecified,0.0,0.0,0.0,,
2010,non-Saudi,female,C15,C15 Oesophagus,12.0,0.5,1.8,0.0086,0.278
2010,non-Saudi,female,C16,C16 Stomach,31.0,1.2,3.8,0.0223,0.316
2010,non-Saudi,female,C17,C17 Small Intestine,8.0,0.3,0.8,0.0058,0.375
2010,non-Saudi,female,C18,C18 Colon,75.0,3.0,8.3,0.0540,0.361
2010,non-Saudi,female,C19-C20,C19-C20 Rectum,53.0,2.1,6.4,0.0382,0.328
2010,non-Saudi,female,C21,C21 Anus,5.0,0.2,0.7,0.0036,0.286
2010,non-Saudi,female,C22,C22 Liver,32.0,1.3,5.2,0.0230,0.250
2010,non-Saudi,female,C23-C24,C23-C24 Gallbladder etc.,11.0,0.4,1.3,0.0079,0.308
2010,non-Saudi,female,C25,C25 Pancreas,19.0,0.8,2.5,0.0137,0.320
2010,non-Saudi,female,C30-C31,"C30-C31 Nose, Sinuses etc.",3.0,0.1,0.3,0.0022,0.333
2010,non-Saudi,female,C32,C32 Larynx,0.0,0.0,0.0,,
2010,non-Saudi,female,C33-C34,"C33-C34 Trachea, Bronchus, Lung",25.0,1.0,3.4,0.0180,0.294
2010,non-Saudi,female,C37-C38,C37-C38 Other Thoracic Organs,3.0,0.1,0.1,0.0022,1.000
2010,non-Saudi,female,C40-C41,C40-C41 Bone,13.0,0.5,0.4,0.0094,1.250
2010,non-Saudi,female,C43,C43 Melanoma of Skin,2.0,0.1,0.3,0.0014,0.333
2010,non-Saudi,female,C45,C45 Mesothelioma,1.0,0.0,0.2,0.0007,
2010,non-Saudi,female,C46,C46 Kaposi Sarcoma,1.0,0.0,0.0,0.0007,
2010,non-Saudi,female,C47;C49,"C47;C49 Connective, Soft Tissue",8.0,0.3,0.4,0.0058,0.750
2010,non-Saudi,female,C50,C50 Breast,575.0,23.0,44.6,0.4140,0.516
2010,non-Saudi,female,C51,C51 Vulva,2.0,0.1,0.1,0.0014,1.000
2010,non-Saudi,female,C52,C52 Vagina,7.0,0.3,0.6,0.0050,0.500
2010,non-Saudi,female,C53,C53 Cervix Uteri,71.0,2.8,7.0,0.0511,0.400
2010,non-Saudi,female,C54,C54 Corpus Uteri,70.0,2.8,8.4,0.0504,0.333
2010,non-Saudi,female,C55,C55 Uterus Unspecified,5.0,0.2,0.6,0.0036,0.333
2010,non-Saudi,female,C56,C56 Ovary,54.0,2.2,4.5,0.0389,0.489
2010,non-Saudi,female,C57,C57 Other Female Genital,3.0,0.1,0.5,0.0022,0.200
2010,non-Saudi,female,C58,C58 Placenta,1.0,0.0,0.1,0.0007,
2010,non-Saudi,female,C64,C64 Kidney,17.0,0.7,1.7,0.0122,0.412
2010,non-Saudi,female,C65,C65 Renal Pelvis,0.0,0.0,0.0,,
2010,non-Saudi,female,C66,C66 Ureter,0.0,0.0,0.0,,
2010,non-Saudi,female,C67,C67 Bladder,11.0,0.4,1.7,0.0079,0.235
2010,non-Saudi,female,C68,C68 Other Urinary Organs,0.0,0.0,0.0,,
2010,non-Saudi,female,C69,C69 Eye,1.0,0.0,0.2,0.0007,
2010,non-Saudi,female,C70-C72,"C70-C72 Brain, Nervous System",16.0,0.6,1.4,0.0115,0.429
2010,non-Saudi,female,C73,C73 Thyroid,89.0,3.6,5.0,0.0641,0.720
2010,non-Saudi,female,C74,C74 Adrenal Glands,0.0,0.0,0.0,,
2010,non-Saudi,female,C75,C75 Other Endocrine,0.0,0.0,0.0,,
2010,non-Saudi,female,C81,C81 Hodgkin Disease,19.0,0.8,1.1,0.0137,0.727
2010,non-Saudi,female,C82-C85;C96,C82-C85;C96 Non-Hodgkin Lymphoma,50.0,2.0,5.2,0.0360,0.385
2010,non-Saudi,female,C88,C88 Immunoproliferative Disease,0.0,0.0,0.0,,
2010,non-Saudi,female,C90,C90 Multiple Myeloma,11.0,0.4,1.6,0.0079,0.250
2010,non-Saudi,female,C91,C91 Lymphoid Leukemia,31.0,1.2,1.6,0.0223,0.750
2010,non-Saudi,female,C92-C94,C92-C94 Myeloid Leukemia,21.0,0.8,1.1,0.0151,0.727
2010,non-Saudi,female,C95,C95 Leukemia Unspecified,3.0,0.1,0.2,0.0022,0.500
2015,Saudi,male,C12-C13,C12-C13 Hypopharynx,5.0,0.0,0.1,0.0076,
2015,Saudi,male,C14,C14 Pharynx unspec.,1.0,0.0,0.0,0.0015,
2015,Saudi,male,C22,C22 Liver,274.0,2.7,4.0,0.4177,0.675
2015,Saudi,male,C32,C32 Larynx,77.0,0.8,1.2,0.1174,0.667
2015,Saudi,male,C37-C38,C37-C38 Other Thoracic organs,20.0,0.2,0.2,0.0305,1.000
2015,Saudi,male,C45,C45 Mesothelioma,9.0,0.1,0.1,0.0137,1.000
2015,Saudi,male,C66,C66 Ureter,3.0,0.0,0.0,0.0046,
2015,Saudi,male,C81,C81 Hodgkin disease,267.0,2.6,2.6,0.4070,1.000
2015,Saudi,male,C88,C88 Immunoproliferative dis.,0.0,0.0,0.0,,
2015,Saudi,female,C12-C13,C12-C13 Hypopharynx,7.0,0.1,0.1,0.0227,1.000
2015,Saudi,female,C14,C14 Pharynx unspec.,1.0,0.0,0.0,0.0032,
2015,Saudi,female,C22,C22 Liver,102.0,1.0,1.5,0.3301,0.667
2015,Saudi,female,C32,C32 Larynx,16.0,0.2,0.2,0.0518,1.000
2015,Saudi,female,C37-C38,C37-C38 Other Thoracic organs,10.0,0.1,0.1,0.0324,1.000
2015,Saudi,female,C45,C45 Mesothelioma,4.0,0.0,0.1,0.0129,
2015,Saudi,female,C66,C66 Ureter,0.0,0.0,0.0,,
2015,Saudi,female,C81,C81 Hodgkin disease,169.0,1.7,1.7,0.5469,1.000
2015,Saudi,female,C88,C88 Immunoproliferative dis.,0.0,0.0,0.0,,
2016,Saudi,male,C00,C00 Lip,16.0,0.2,0.2,0.0003,1.000
2016,Saudi,male,C01-C02,C01-C02 Tongue,660.0,0.6,0.8,0.0140,0.750
2016,Saudi,male,C03-C06,C03-C06,559.0,0.6,0.8,0.0119,0.750
2016,Saudi,male,C07-C08,C07-C08 Salivary gland ds,223.0,0.2,0.3,0.0047,0.667
2016,Saudi,male,C09,C09 Tonsil,33.0,0.0,0.0,0.0007,
2016,Saudi,male,C10,C10 Other Oropha arynx,44.0,0.0,0.1,0.0009,
2016,Saudi,male,C11,C11 Nasopharynx x,1554.0,1.5,1.8,0.0330,0.833
2016,Saudi,male,C12-C13,C12-C13 Hypopharynx x,77.0,0.1,0.1,0.0016,1.000
2016,Saudi,male,C14,C14 Pharynx unsp pec.,22.0,0.0,0.0,0.0005,
2016,Saudi,male,C15,C15 Oesophagus,778.0,0.8,1.1,0.0165,0.727
2016,Saudi,male,C16,C16 Stomach,2007.0,2.0,2.9,0.0427,0.690
2016,Saudi,male,C17,C17 Small intestin ne,337.0,0.4,0.5,0.0072,0.800
2016,Saudi,male,C18,C18 Colon,5881.0,5.7,7.8,0.1250,0.731
2016,Saudi,male,C19-C20,C19-C20 Rectum,3774.0,3.6,5.1,0.0802,0.706
2016,Saudi,male,C21,C21 Anus,224.0,0.2,0.3,0.0048,0.667
2016,Saudi,male,C22,C22 Liver,2990.0,2.8,4.2,0.0635,0.667
2016,Saudi,male,C23-C24,C23-C24,880.0,0.8,1.2,0.0187,0.667
2016,Saudi,male,C25,C25 Pancreas,1770.0,1.7,2.5,0.0376,0.680
2016,Saudi,male,C30-C31,"C30-C31 Nose, sinuses s etc.",18.0,0.2,0.2,0.0004,1.000
2016,Saudi,male,C32,C32 Larynx,669.0,0.7,0.9,0.0142,0.778
2016,Saudi,male,C33-C34,C33-C34,2998.0,2.9,4.4,0.0637,0.659
2016,Saudi,male,C37-C38,C37-C38 Other Thorac cic organs,16.0,0.2,0.2,0.0003,1.000
2016,Saudi,male,C40-C41,C40-C41 Bone,993.0,0.9,0.9,0.0211,1.000
2016,Saudi,male,C43,C43 Melanoma of Skin,14.0,0.1,0.2,0.0003,0.500
2016,Saudi,male,C45,C45 Mesothelioma a,11.0,0.1,0.2,0.0002,0.500
2016,Saudi,male,C46,C46 Kaposi sarco ma,227.0,0.3,0.4,0.0048,0.750
2016,Saudi,male,C47;C49,"C47;C49 Connective,S Soft tissue",889.0,0.9,1.0,0.0189,0.900
2016,Saudi,male,C50,C50 Breast,442.0,0.4,0.6,0.0094,0.667
2016,Saudi,male,C64,C64 Kidney,1996.0,2.6,1.635,0.0424,1.590
2016,Saudi,male,C65,C65 Renal Pelvis,77.0,0.1,0.08,0.0016,1.250
2016,Saudi,male,C66,C66 Ureter,88.0,0.1,0.03,0.0019,3.333
